pdb,auc_roc,auc_pr,epitope_rank_score
7s6l,0.8759333432230629,0.20922227136479438,0.8684185056136278
7sbu,0.8495670995670995,0.5732633491685821,0.8117224880382774
7sc1,0.8431623931623932,0.198226800357816,0.8314375206066601
7sd5,0.5817158385093169,0.18299547103036798,0.5707577720207253
7sg4,0.8070505670198922,0.16471692180267453,0.7943204056217755
7si2,0.5095833333333333,0.14957047523701605,0.5107017543859649
7sj0,0.9627727856225932,0.6994829037334042,0.9257518796992482
7sn2,0.5260416666666667,0.145949465636916,0.5246636771300449
7sn3,0.6912955465587045,0.02528996755194006,0.6891476091476091
7so9,0.8553287505903342,0.10373148376783092,0.8492120712740756
7soa,0.47222982216142273,0.12654490550981565,0.4780297661233167
7sob,0.6904055390702275,0.019868505364681818,0.6888454011741684
7soc,0.4247113731269958,0.10640879512951812,0.43586956521739134
7sod,0.49559859154929575,0.13617808091525874,0.4982142857142857
7swn,0.8755849160473438,0.37304003678048486,0.8375061364752087
7swo,0.8725055432372506,0.5689693922864051,0.7967479674796747
7swp,0.6024999999999999,0.20947736042079293,0.5866666666666668
7sww,0.8219755826859045,0.21194595577853298,0.8043387567793074
7swx,0.905531167690957,0.15427940566458503,0.8992747784045125
7t01,0.8807432432432432,0.3396916457047755,0.8529228855721394
7t3m,0.8272272727272727,0.07501959063001279,0.8206724782067247
7t5o,0.7753415300546448,0.08197481575096874,0.7665654699049631
7t72,0.8374999999999999,0.5434040768294285,0.7697916666666667
7t7b,0.5554878048780487,0.1665564727599435,0.5494845360824743
7tas,0.8489251592356688,0.5654128146808882,0.7924933862433862
7tat,0.8025504782146653,0.12670057260120082,0.798326359832636
7tb8,0.798551713281209,0.15334469263279432,0.7934905757544546
7tbf,0.8397727272727273,0.3037177486942239,0.8076530612244899
7tc9,0.743513882567137,0.32649153814367454,0.7136094674556213
7tca,0.8278959471112388,0.0929985316550025,0.819401733296058
7tcc,0.8513104838709677,0.12005109474352847,0.8414872798434441
7te1,0.6182010582010582,0.25798570399392046,0.5968067226890756
7the,0.8047361861238056,0.3349835167592516,0.7619805481874449
7tht,0.8273611111111111,0.11066426786203654,0.817946127946128
7tly,0.5394511149228131,0.1877278724085969,0.5374183827222501
7tlz,0.5194570135746606,0.13830618178440318,0.5191235059760957
7tm0,0.5739415322580644,0.026780640299232654,0.5729743083003953
7tn0,0.44889234356781965,0.13452731726832196,0.45947273620435564
7tp3,0.8367673992673993,0.43392062188285396,0.7942109436954798
7tp4,0.840473372781065,0.49669337521473267,0.7991752577319587
7tpr,0.767717621104881,0.07971077562094638,0.7595623554527664
7ttm,0.6317135549872123,0.21379876252447164,0.6113122171945702
7ttx,0.5832142857142857,0.1997570220509175,0.570842490842491
7tty,0.6089663760896639,0.313717661326228,0.5863636363636364
7u0d,0.847457627118644,0.31352278079939006,0.8163265306122449
7u0x,0.7630050505050505,0.08660966720645118,0.7552592954990216
7u2d,0.8466831819432976,0.42617692121987666,0.8117329405989201
7u2e,0.8191577208918249,0.37961362186020337,0.7871870397643593
7u8e,0.5397444227853584,0.1411713031104851,0.5368499812944258
7u9o,0.8756944444444444,0.3755113280608621,0.8434343434343434
7u9p,0.7738347457627118,0.4099463519956693,0.7430037313432836
7uap,0.7560147849462366,0.12946685143251624,0.7489889106327463
7uaq,0.7640251572327044,0.34512917101903906,0.7388700564971752
7uar,0.616490939455121,0.058048788344473606,0.6118709492947008
7ukl,0.6773498131647026,0.07624623842370082,0.6729801509644953
7ukm,0.6985307621671257,0.045512808354357184,0.6947089471793029
7ul0,0.8952380952380952,0.4797384889470504,0.8692930780559646
7ul1,0.9078125,0.6431829252279779,0.8354591836734693
7uow,0.8702651515151516,0.2341225991632222,0.8591609589041096
7upl,0.8781218781218781,0.11936040038572884,0.8708414872798433
7upw,0.837067744136013,0.17520231002711897,0.8312905551550109
7upx,0.6730337078651686,0.24016329124929242,0.658080808080808
7upy,0.8113103142983621,0.09300247436483655,0.8063165905631658
7urq,0.9158894070619586,0.7527774790186973,0.8378088077336198
7urs,0.9076923076923076,0.7197645969895115,0.8262108262108262
7uz4,0.7445745903995401,0.05517817785503522,0.7383631534805702
7uz5,0.7633667310108159,0.07910988234149778,0.7553519539820909
7uz6,0.7283734134936539,0.10883857138209002,0.7234996738421396
7uz7,0.7586341590443019,0.0625935871276775,0.7512783283883593
7uz8,0.6562454769141699,0.0482253771752677,0.6513838412077159
7uz9,0.7122159090909091,0.0557293025559304,0.7060604207436398
7uzb,0.5142662012444984,0.06495797335730885,0.5140675809416089
7uzc,0.490559186637618,0.15912244954784618,0.4947478991596639
7uzd,0.5925925925925926,0.15606886410995544,0.5825423413363112
7v23,0.8683797636065689,0.18956474044654775,0.8583768037395841
7v24,0.8567251461988304,0.6353532584299122,0.8171834625322999
7v26,0.8404772937905468,0.12466331570242456,0.8323046816197502
7v27,0.7871853546910755,0.3797699010482349,0.7557149260421336
7v2a,0.7660356154910097,0.06543416375974062,0.7600792847503374
7vmu,0.8528784648187634,0.5877283621118159,0.7715097402597403
7vnb,0.6632768361581921,0.33070416836840244,0.6386792452830188
7vnc,0.830949985628054,0.12709146801594498,0.8223720995247412
7vnd,0.7771023302938197,0.12145682931499793,0.7681017612524462
7vne,0.8141363636363637,0.12411656095803142,0.807863369507205
7voa,0.8849321705426357,0.45050479351399925,0.8403486394557822
7vq0,0.7943497474747475,0.12977840819215264,0.785622553816047
7vyr,0.7095761381475667,0.33132403848634717,0.6683209263854426
7vzt,0.617912183774353,0.12216910101171848,0.6092105263157896
7w1s,0.8101775147928993,0.40107915748461026,0.7727835051546391
7w9e,0.851828231292517,0.09364954734990881,0.8474979032708975
7w9f,0.8844803370786516,0.35526241273278203,0.8553479381443299
7wb5,0.6823828345567475,0.32575535577972436,0.6631892697466468
7wbh,0.711815415821501,0.06514784614721492,0.7081013916500994
7wbz,0.8771103896103896,0.6478900180459418,0.8019329896907216
7wcd,0.8761846153846153,0.139413669124686,0.8672799999999999
7wch,0.9027777777777778,0.1931902710276677,0.893601935268602
7wck,0.879319105691057,0.5510120692848125,0.8335549645390071
7wcp,0.869545612209504,0.18650055910303137,0.858863101244534
7wcr,0.9222408026755853,0.5234412006810196,0.8969152674736433
7wcu,0.8798076923076923,0.5998562852418672,0.8178191489361702
7wcz,0.82595167163191,0.07263862414060963,0.8216568819308546
7wd0,0.8145196989818504,0.07434358408809344,0.8094694498804087
7wd1,0.8675347222222222,0.5974647804537359,0.802579365079365
7wd2,0.5521460843373494,0.1753735892939351,0.5462436868686869
7wd7,0.7973356009070295,0.058081187920325315,0.7937517472742522
7wd9,0.7513440860215054,0.08965306727436842,0.7444553163731247
7wdf,0.7491531732737763,0.07115168879577204,0.7430600855258389
7we7,0.8005457312273705,0.0903099138042916,0.7954475229168813
7we9,0.8418495756511559,0.06870108117756284,0.8366524692068608
7wea,0.8659285301988772,0.16570976236735951,0.859614790400659
7web,0.8502912315684525,0.17197163058049056,0.8442682047584714
7wec,0.8210000000000001,0.1294681681140628,0.8145792563600782
7wed,0.8425596749619095,0.35851678561566824,0.8075531433740388
7wee,0.7240331491712707,0.24256997651128603,0.704228855721393
7wef,0.8256756756756757,0.3537946930596153,0.8022388059701492
7wh8,0.860678531701891,0.4733995450034724,0.8247230175525955
7whb,0.9461657776264518,0.3573289442010645,0.9346881672925411
7whd,0.8804467516123958,0.16005714741995591,0.8710925528654612
7whi,0.7205284552845529,0.10230352631412731,0.7128180039138944
7whj,0.7477295660948536,0.06382894624931428,0.7407045009784737
7whk,0.7834819591164769,0.11616974685873396,0.7737081504204791
7whz,0.7450134770889487,0.31534928416210295,0.7033873343151694
7wi0,0.8644662921348314,0.27164928503463975,0.8369845360824741
7wjy,0.754049612645747,0.10408367617797167,0.7448441968989914
7wjz,0.7660641547861506,0.09834963560072796,0.7561399217221135
7wk0,0.6246812850586436,0.28351498122957164,0.6036955322669609
7wk9,0.6575524576027595,0.03982479528488624,0.6537251887056194
7wka,0.7118927973199329,0.06204124983033803,0.7067840834964123
7wlc,0.6923076923076923,0.17824106793158967,0.6766169154228856
7wly,0.721428338921259,0.07969994912116149,0.7152010605391074
7wm0,0.5256283396002375,0.19778314853303192,0.5241104090455605
7wn2,0.9170682730923695,0.6861463633719379,0.8557823129251699
7wnb,0.8876472364844458,0.7050704066127899,0.8055719513634753
7wo4,0.7323814295257182,0.06765934622842473,0.7274135681669929
7wo5,0.749729187562688,0.07230719819638008,0.7441095890410958
7wo7,0.7325980392156863,0.2509619372313841,0.7064003436426116
7woa,0.8751115075825155,0.16298825966025252,0.8686270470697292
7wob,0.8973636363636364,0.1416519982017797,0.8892990571072762
7woc,0.8298850574712644,0.2918492895531625,0.7984536082474227
7wog,0.43313472360145644,0.16144142590614358,0.4485706652417846
7won,0.5842236467236467,0.2636670323507255,0.569006585400028
7wop,0.8113486842105264,0.5658338394347363,0.754120148856991
7woq,0.8401797175866497,0.2171992680718212,0.828020393449377
7wor,0.824749622719166,0.20192599537121436,0.813481779235204
7wos,0.8207984634380574,0.21743552988839407,0.8096736658380496
7wou,0.7864986827346949,0.22010482142056484,0.7760549952330774
7wov,0.7863943448887498,0.1873259349687796,0.7759546389683377
7wow,0.8785018521059131,0.2586514868100335,0.8652879885756598
7wp0,0.6217582417582418,0.2761128465534385,0.598961038961039
7wp1,0.5596509971509971,0.23277048174132636,0.549670729998599
7wp2,0.6167763157894737,0.2892775767680974,0.5951417004048583
7wp5,0.48318216175359036,0.1845609963369249,0.4892228293867638
7wp6,0.8360778443113772,0.2978821921632517,0.8094262295081966
7wp8,0.5125391849529781,0.16086682498706179,0.5132843414358395
7wpd,0.8100134408602151,0.09960091221334304,0.8014024787997389
7wpe,0.817022616361442,0.05917901347227192,0.8116180863116695
7wpf,0.7590497737556561,0.09788952408116397,0.7509209163117303
7wph,0.7493309545049064,0.27798477481464173,0.7277121374865735
7wqv,0.67734375,0.30856902460643937,0.6443749999999999
7wr8,0.5294249775381851,0.16766308951990744,0.5276928953399541
7wr9,0.5049097967572505,0.16066993561025672,0.506896551724138
7wrj,0.5938100730488274,0.2654198295553136,0.5794274929223026
7wrl,0.6398148148148148,0.2409695779334593,0.6223014458308576
7wro,0.7978260869565217,0.3527034301701184,0.7631266334046094
7wrv,0.7052884615384616,0.37503961716392403,0.6675686122922304
7wry,0.6335899629312803,0.21924641483521373,0.6213272543059778
7wrz,0.5576131687242798,0.19863162983416438,0.5528673835125448
7ws0,0.8241066274859632,0.23981977572998822,0.818570398599238
7ws1,0.8945329791943337,0.38125250238940317,0.8880734942378778
7ws2,0.7302777777777778,0.20807768480522995,0.7097500000000001
7ws3,0.8687621346486855,0.21700105356645077,0.8623957153156863
7ws5,0.830439121756487,0.13563658855674204,0.8244618395303325
7ws6,0.6978486826202561,0.18631606007032758,0.6810834425513326
7ws7,0.7334465195246179,0.18694228560555448,0.7142490372272144
7wsc,0.5870967741935484,0.25260972652090696,0.5748663101604278
7wt7,0.8472716746272977,0.18164033136643837,0.8358680458484763
7wt8,0.8462614899163122,0.22675218674020645,0.8342148410641561
7wt9,0.8864027538726333,0.6005648943603061,0.8216062544420754
7wtf,0.7788163848535365,0.15176752151068476,0.7700299297801312
7wtg,0.7905952800281789,0.390601560857834,0.7439274217149546
7wth,0.8155105973025046,0.5068409268642714,0.7796108291032149
7wti,0.890197060788243,0.16895175820342026,0.8815231572080887
7wtj,0.9046961325966851,0.4292658330785548,0.8743654822335025
7wtk,0.8775534094234708,0.13955571381824847,0.8717624035915736
7wue,0.8688888888888888,0.28005863540511067,0.8430769230769231
7wuh,0.8411818181818183,0.0919148559809923,0.8343266322718376
7wvl,0.911631846414455,0.5795521048975883,0.8609678211741587
7wwi,0.8765832561013284,0.17486896512308775,0.8674920969441519
7wwj,0.8641524573721163,0.1565667934713726,0.8557338551859099
7wwk,0.7629156010230179,0.31010783393989405,0.7341743635954043
7wwl,0.8131016880848968,0.14866424321191635,0.8063598985215641
7wwm,0.7868937048503611,0.1935664130664545,0.7804632426988922
7x08,0.9053802186878728,0.11526279310896255,0.8995229941291585
7x1m,0.4628412537917088,0.10452631199105519,0.4697881828316611
7x2h,0.7422374429223746,0.4405047713955748,0.7037878787878789
7x2j,0.547991967871486,0.17723712673890263,0.5431972789115647
7x2k,0.8658536585365854,0.6392446033353243,0.7907241248578288
7x2l,0.3932126696832579,0.10494979600634814,0.40992935635792777
7x2m,0.5954415954415955,0.16995010616670536,0.5848450491307635
7x4i,0.5989767807949626,0.2336992853868651,0.5841840868578836
7x63,0.8920035938903864,0.5690915781394021,0.823858615611193
7x66,0.8724168912848158,0.5762388943175691,0.8078055964653903
7x6a,0.7394372077488309,0.07848519448002685,0.7343036529680366
7x7d,0.8961013259449832,0.5963548185005034,0.8353841037578982
7x7e,0.8996635661982981,0.5712198046904782,0.8383771200532091
7x7o,0.8990854619993692,0.628674269874175,0.8532668881506089
7x7t,0.7659222497932175,0.40018003773999744,0.724512678971882
7x7u,0.7490808823529412,0.32023283055715396,0.7080048514251062
7x7v,0.7393314366998578,0.35321465824556025,0.6951236951236951
7x8w,0.8011695906432748,0.3494516024436749,0.7626262626262625
7x8y,0.8362573099415204,0.3314792584043065,0.8095619658119658
7x8z,0.8473059046307455,0.5543245254508068,0.7836444692114797
7x90,0.8203047694438947,0.3930189967853303,0.771699368141004
7x91,0.8221119773210489,0.5077310226852578,0.7698529411764706
7x92,0.8157894736842105,0.4655538545728513,0.7565111231687466
7x94,0.7216577971294953,0.39007226811984363,0.6805231805231805
7x95,0.85326278659612,0.6043805994111424,0.7930384336475708
7x96,0.568071176766829,0.22956480379358968,0.5578760578760578
7xck,0.5,0.08439258542466554,0.5018587360594796
7xco,0.6297987726559156,0.0330634503246563,0.6276209113782499
7xcp,0.4791027607361963,0.14718330766270604,0.48509615384615384
7xcz,0.7080910852713179,0.24773929837906813,0.6851615646258503
7xd2,0.8914743287800283,0.11808132737013725,0.8832550428295111
7xda,0.8311290322580646,0.6008476187969158,0.7657692307692308
7xdb,0.819955268389662,0.06251294097858287,0.8154354207436398
7xdk,0.8830409356725146,0.29722630714332365,0.868716931216931
7xdl,0.8685930512555899,0.22491321703873704,0.8548280423280423
7xeg,0.8966957153231663,0.5603825051422674,0.8304321728691476
7xei,0.8947648624667259,0.6524460902268538,0.8268221574344023
7xh8,0.8228947368421052,0.4747721418178585,0.7801129943502824
7xic,0.5627851262838648,0.05342531723532758,0.5607067794124835
7xik,0.8753501400560224,0.6215134706471808,0.7970695970695969
7xil,0.8549422336328626,0.5974604899779935,0.7821306710476432
7xj6,0.8682035835650292,0.1579275342249403,0.8593256059009483
7xj8,0.8113530616043179,0.1584286762764653,0.8036167282742624
7xj9,0.681615350290049,0.29651012008498323,0.6587986950681253
7xmx,0.8697888171572382,0.2392545903963982,0.8562368421052633
7xmz,0.7047853624208305,0.05448264725551889,0.6993950992789035
7xnf,0.9133838383838384,0.7269909896119131,0.8274905921964746
7xod,0.8496975806451612,0.13111640409623912,0.8399217221135028
7xs8,0.8667326406069603,0.6329424498340679,0.7837462082912033
7xsa,0.8735537190082645,0.5856637919220468,0.832280019445795
7xsb,0.5580462482302974,0.1488476992051928,0.5527065527065527
7xsc,0.8834628190899001,0.5847660296905848,0.8185004571776897
7xst,0.895849158979924,0.32950841615789955,0.881422305764411
7xsw,0.5393788819875777,0.14536511823948878,0.5367741935483871
7xxl,0.8446833930704898,0.1657717571959058,0.8313390313390313
7xy3,0.7607430296062087,0.07235607834514551,0.7540886217500699
7xy4,0.8456282369325847,0.14199925636236693,0.8383391474517146
7y0c,0.4541420118343195,0.12575152804837395,0.4631979695431471
7y0n,0.8952372017387497,0.25583123595516366,0.8827194096655174
7y0o,0.8001651527663088,0.27302922324927714,0.7702503681885124
7y0v,0.5838150289017341,0.12302798220073718,0.5777202072538861
7y0w,0.8284248103525211,0.4288662666127716,0.7850700441374017
7y3n,0.5859980620155039,0.13908348891438696,0.5780187074829932
7y3o,0.5385057471264367,0.10691632559773336,0.5371134020618556
7y6k,0.6957593688362919,0.3340698392764396,0.6591715976331363
7y6l,0.9017241379310345,0.6343847777401665,0.8628865979381443
7y6n,0.7361065973350667,0.28143185637897206,0.7183600713012478
7y7j,0.8237682890415049,0.07955886301987192,0.8187742162733356
7y7k,0.8104575163398693,0.3454203906352095,0.7837660203746303
7yad,0.5301327885597549,0.11984800595228938,0.5293181818181817
7yc5,0.8741935483870967,0.16289429651251958,0.8636986301369863
7yck,0.4813218390804598,0.11044852784419715,0.48611111111111116
7ycl,0.5615318416523236,0.15810214345271367,0.5552282768777614
7ycn,0.4716006884681584,0.12928279899763195,0.4782768777614138
7ycy,0.8989424206815511,0.2102467820200496,0.8904535012337277
7ycz,0.8663159652638611,0.24395726979825663,0.8582028701891714
7yd0,0.8374665998663995,0.15256962062911392,0.8300309849967383
7yd1,0.8067528735632183,0.488232763332148,0.7720959595959597
7ye9,0.8122454175152749,0.12214120880519398,0.800513698630137
7yh6,0.7683823529411765,0.3014048149272221,0.7377577319587628
7yh7,0.8706788548095216,0.22535562155098515,0.8623188405797101
7ykj,0.8092547753564702,0.440481858246483,0.778980278980279
7yow,0.8677884615384616,0.6273597032680132,0.795280612244898
7yqx,0.689167428297863,0.04403255230195946,0.6853994724751127
7yqy,0.6925,0.03842219175856422,0.6888454011741683
7yqz,0.5912183055040199,0.031512331787949883,0.5898331935513931
7yr0,0.5254421768707482,0.11674861961177918,0.5252672497570456
7yr1,0.5650689853406151,0.03330886579204946,0.5637755102040816
7ytn,0.6503484320557491,0.40102710524154783,0.6190540358442258
7yve,0.8556363636363638,0.3001412372702303,0.8484700231275575
7yvf,0.7843989769820972,0.4459594540516898,0.7530975444920026
7yvg,0.8484478298361599,0.1778685869054767,0.8393905507408445
7yvh,0.8706896551724138,0.5486140734021128,0.8175808468822582
7yvi,0.6742781028495314,0.05047759316491828,0.6711862827322711
7yvj,0.6139363354037267,0.2488492811574048,0.5976360103626942
7yvk,0.929641786784644,0.4269333551438791,0.9213027676824155
7yvl,0.9102990033222591,0.6272165813223114,0.8682457438934124
7yvm,0.8791411042944786,0.5848460202146155,0.8227979274611399
7yvn,0.8290816326530612,0.19484468814067024,0.8205549343024882
7yvo,0.8674558080808081,0.19474310746895548,0.8564395792563602
7yvp,0.9053803339517625,0.37726048831587405,0.8975398378529496
7z0x,0.9082857142857143,0.6481393933364781,0.8689743589743589
7z0y,0.8659764164509635,0.3864160721095786,0.8340281396560707
7z1a,0.7382445141065831,0.28443357285685766,0.7140538033395175
7z1b,0.8180116959064327,0.4154262556175371,0.78
7z1c,0.6205847953216375,0.15603237340009207,0.6077551020408163
7z6v,0.8887113402061856,0.17734429045587205,0.8813636363636365
7z7x,0.9131161236424394,0.2726190047499314,0.9048581048581047
7z85,0.8580274214949137,0.14768686954035043,0.8509379509379509
7z86,0.8806652806652807,0.2545063325199077,0.8715298885511652
7z9q,0.8736994818652849,0.18531349819644719,0.8647676767676767
7z9r,0.8274406752667622,0.19607125513111562,0.8193625930521092
7zbu,0.8037211740041929,0.13693996383299165,0.7934343434343435
7zce,0.8915457875457875,0.25029198621551146,0.8784724186704385
7zcf,0.8116348055372445,0.5729661921900536,0.7567567567567568
7zf3,0.8658912076633596,0.633657285065323,0.7990297990297992
7zf4,0.4664265500385902,0.10749239054891828,0.4730525362318841
7zf5,0.8980716253443526,0.529436569642427,0.8539134662129313
7zf8,0.9009433962264151,0.6696024046484489,0.8294871794871796
7zf9,0.9010519395134781,0.6868441755470327,0.823405654174885
7zfa,0.7068686868686869,0.2839600207831606,0.6776068376068378
7zfb,0.4302147239263804,0.13809456368685186,0.4442307692307692
7zfc,0.8657311157311158,0.5732087987001642,0.7982075339588293
7zfd,0.8211966604823748,0.5181773183659865,0.7745290423861853
7zfe,0.6669751943724547,0.2885399953858447,0.6359474228326688
7zjl,0.8924650698602794,0.11115798946380015,0.8852739726027398
7zr7,0.9075146740809392,0.21518142542971175,0.8976366099653771
7zr8,0.7703636363636364,0.34700846646392147,0.7448163265306122
7zr9,0.8993863279577565,0.1575778461246106,0.8916689963656695
7zrc,0.8296175684702738,0.13774712385564886,0.8223662752772342
7zxu,0.5603448275862069,0.15848806789875092,0.5539996499212323
8a96,0.8396190476190477,0.4297057195010948,0.7923577235772359
8a99,0.8184954864593781,0.07603902205292558,0.8111937377690801
8bbn,0.42763034067381894,0.14106469881051278,0.4425179631365198
8bbo,0.7810798548094374,0.3373854917360171,0.7388073918841684
8bcz,0.8706199460916442,0.5562829054487484,0.8063328424153167
8be1,0.8984509466437177,0.4778570963934844,0.8702380952380953
8bec,0.8473980309423347,0.5977289835912574,0.7855097365406644
8bev,0.6024096385542169,0.17631837730390568,0.5902061855670102
8bg1,0.5329566854990584,0.09466867738093702,0.5324786324786324
8bg2,0.888198757763975,0.511000027655455,0.8264248704663212
8bg3,0.8734419942473634,0.6870471154287027,0.793941660433807
8bg4,0.8579209461562403,0.6594141839413851,0.7833943833943833
8bg5,0.8842780026990553,0.6021178210068758,0.8115843733043949
8bg6,0.8914944356120826,0.6022861643226093,0.8211053652230124
8bg8,0.8694558756287152,0.43178629013886993,0.8193219674701154
8bgg,0.609049773755656,0.2292169924411579,0.5971350078492935
8bh5,0.8594594594594595,0.56851031783158,0.791010261598497
8bse,0.9136195018547959,0.666241039038658,0.8357041251778095
8bsf,0.7214854111405835,0.39437202496418183,0.6870489174017643
8c0y,0.8847926267281105,0.6202414293330774,0.8165413533834586
8c2r,0.8877927772008769,0.3256359684799552,0.8743187632076521
8c3v,0.6981060606060606,0.2976003688639227,0.6684644670050761
8c89,0.8642176238084166,0.5692831127911124,0.8267080745341616
8c8p,0.860828402366864,0.5028805896802486,0.8169072164948453
8cbd,0.8510575793184489,0.6660645401693304,0.7703944419542804
8cbe,0.8078817733990148,0.38261394852891056,0.7635208711433756
8cbf,0.4431748622730055,0.1284370174452958,0.4540229885057472
8cii,0.6509090909090909,0.18432206590893863,0.6372972972972974
8cim,0.8994053135619401,0.14376414973353352,0.8897335541171159
8cin,0.715475001189287,0.05821270195001746,0.7115366694623054
8cma,0.8771833057547342,0.610156498260238,0.8040540540540541
8cwi,0.933458882611425,0.6525887340916096,0.896011396011396
8cwj,0.48639720171006606,0.1442811487708939,0.49107581463893907
8cwk,0.964770523594053,0.7593200853888304,0.9275790718297369
8cwu,0.4850088183421517,0.12736012325067392,0.48964862298195627
8cwv,0.8583717357910906,0.5781052684003511,0.7845056804447668
8cxn,0.7334950569945483,0.07586323462361401,0.7250740127452457
8cxq,0.7132435953104647,0.05791126523988917,0.7064299692479731
8cy6,0.7089938478565151,0.0524293630379446,0.7031437409254465
8cy7,0.7733482225944537,0.06950671430129693,0.7666159309994925
8cy9,0.7177755376344087,0.06229050494054123,0.7118721461187214
8cya,0.8609010037581466,0.09262994887029198,0.8539744664989283
8cyb,0.735451433461703,0.08322248399280875,0.7271861159748688
8cyc,0.7572984244670992,0.05538069730250156,0.7512419087761555
8cyd,0.7377256653638562,0.05409782352198402,0.7319344785098209
8cyj,0.7219101123595505,0.156192499487388,0.7061855670103092
8d0z,0.8845760980592441,0.22394190888672438,0.8714285714285713
8d48,0.80199203187251,0.27030250316306315,0.781549815498155
8d8q,0.8411733615221988,0.33504182649185266,0.8050609184629803
8d8r,0.8858350951374206,0.5610657582521537,0.8446579194001874
8dad,0.8880017742293191,0.5250000123849936,0.8365788468881253
8dcc,0.9031103770988164,0.49223325494560577,0.8620520373097692
8dce,0.8608747278844251,0.6194714141662242,0.8057864981709345
8df5,0.43576516826332595,0.09923959918859425,0.44565217391304357
8di5,0.781678437889489,0.3225293729530529,0.7423519009725907
8dlr,0.8465869106263195,0.5939216553466812,0.8117291719103951
8dls,0.8249330954504906,0.2467302751680993,0.8026831785345717
8dlw,0.8858423641032337,0.13564037251930777,0.8776482600187185
8dly,0.7482745398773005,0.3414840805500525,0.7100961538461539
8dm0,0.7753067484662576,0.3862201510027656,0.7326923076923078
8dm3,0.8664007976071784,0.156477126518475,0.8600782778864972
8dm4,0.8011941618752765,0.19766546711821248,0.7808724144992832
8dnn,0.8772990015764582,0.5313341135127584,0.8372960372960372
8dpz,0.681399245915375,0.2718681097084976,0.6537053182214472
8dt3,0.58,0.17314388206381498,0.5740711462450593
8dt8,0.789618236748146,0.06933732762557884,0.7838334079713388
8dtk,0.5435483870967742,0.24525507381286552,0.5357142857142857
8dw2,0.46072796934865906,0.1139206964498098,0.4670138888888889
8dw3,0.48675070748649346,0.1297040097358531,0.4909420289855073
8dw9,0.4665584415584415,0.16828837444485106,0.47327586206896555
8dwa,0.7933806146572103,0.5195650686302838,0.7448343079922027
8dxs,0.8184157999789894,0.06762862730163548,0.8129800505180679
8dxt,0.7369477911646587,0.30944482226494635,0.7032312925170068
8dxu,0.8968926553672316,0.41062691547341623,0.866580310880829
8dzh,0.7949023502151605,0.037247694080738455,0.7910632746249184
8dzi,0.8569610447100486,0.11586901565366652,0.8511632963687759
8e1g,0.916911045943304,0.5910786987126456,0.8638787878787878
8edf,0.8488888888888889,0.5120101552864484,0.8069387755102041
8ekd,0.8183333333333334,0.4706940986842389,0.7772988505747126
8el2,0.876585623678647,0.4775499260021208,0.8364573570759138
8elj,0.8725050916496945,0.14394269113306093,0.8655688622754489
8elo,0.8963633525831122,0.699820309809262,0.8101986434108527
8elp,0.8648469809760132,0.6097424627907777,0.7940787734602167
8elq,0.87531328320802,0.7010935401170618,0.7966372115856653
8eoo,0.49806720190306275,0.09281048303148053,0.5008055853920516
8eqf,0.8986742424242424,0.5841478070781785,0.8642611683848798
8erq,0.8036723163841808,0.36438962393537566,0.7753807106598984
8err,0.8782394076511724,0.08593862636778865,0.8724141916098463
8eyg,0.8090759075907591,0.04200344186489116,0.8059360730593608
8eyh,0.7824110671936759,0.03528178586032298,0.7801369863013699
8f0h,0.6144727530077848,0.24996509508026576,0.5957109959700632
8f0i,0.4127608621279507,0.15349064527323913,0.4318780318780318
8f2j,0.6042204995693368,0.16031844129458067,0.5925925925925926
8f2x,0.8459119496855345,0.578669809807811,0.7817258883248731
8fah,0.40550284629981026,0.12379721798856747,0.4225645963729739
8fhy,0.9084935897435897,0.6678897464278742,0.8276785714285715
8fi9,0.4499246987951807,0.14152047803201873,0.46054292929292934
8fxb,0.42330917874396135,0.13978274413146954,0.4377572016460906
8fxc,0.42809917355371896,0.11961135109097275,0.4392318911035489
8g70,0.6053681821738791,0.04911016860988053,0.6018365196447389
8g72,0.7951999999999999,0.23316025215660255,0.7857692307692309
8g73,0.8271639690358903,0.044064541856576316,0.8254123567235113
8g74,0.7715277777777777,0.10780660912096816,0.7635151663405089
8g75,0.7239460242433483,0.031000573996297322,0.7215866325455367
8g76,0.6034406565656566,0.039815159003435754,0.6006910469667319
8g77,0.5813844086021505,0.0420780896973576,0.579484670580561
8g78,0.5266414141414142,0.07856776598765654,0.5256769374416433
8g7a,0.7048025999037072,0.1529744545776596,0.6944871138419527
8g7b,0.7031835205992509,0.12560481873967244,0.6925795053003534
8g7c,0.6099603848330504,0.03874332014444395,0.6080573951434879
8gb5,0.5679594689028651,0.2579041068127017,0.5579772079772081
8gb6,0.7702821869488536,0.38955403460535054,0.7354226020892688
8gb7,0.7973157415832575,0.3527008246840583,0.755019305019305
8gb8,0.6954191033138403,0.23213351831592036,0.6739316239316239
8gdr,0.8692727272727273,0.14381045284974345,0.8618128446895571
8gf2,0.8820278254240518,0.6279614545247777,0.8189709595959597
8gjn,0.8049360689860243,0.4234889248075532,0.7779269602577873
8gnh,0.9052271209084837,0.24701178435394927,0.8962002609262884
8gou,0.9309920983318699,0.1924800947206147,0.9243121906296765
8gpy,0.9262688614540466,0.6063612275248454,0.8864197530864197
8gs9,0.8993288590604026,0.5712965456975723,0.8314917127071824
8gsb,0.7302459445316588,0.3775221978930666,0.6985326811916408
